id;name;article_A1;article_A2;article_A3;article_A4;article_B1;article_B2;article_B3;article_B4;guidance_d_c;guidance_m_c;patent;software;first_doc
315;Clayton Queiroz Alves;1;2;2;1;0;0;0;12;4;3;1;0;2012
316;Eunice Maria Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
317;Rodolfo Mariano Lopes da Silva;3;1;2;10;1;0;0;0;1;15;0;0;2009
318;Luzimare Almeida Pilôto;0;0;0;0;0;0;0;0;0;0;0;0;0
319;Alex Sandro Leite;0;0;0;0;0;0;0;0;0;0;0;0;2010
320;Rafael Leal Dantas Estrela;0;0;0;0;0;0;0;0;0;0;0;0;0
321;Marilda Santos Pinto Miedema;0;0;0;0;0;0;0;1;0;0;0;0;1996
322;Décio Bessa Da Costa;0;0;0;0;0;0;0;0;0;0;0;0;2009
323;Tânia Maria Boschi;0;0;0;0;0;0;0;0;0;0;0;0;2004
324;Izabel de Fátima Cruz Melo;0;0;0;0;1;0;0;0;0;1;0;0;2018
325;Bárbara Teixeira Carvalho;0;0;0;0;0;1;0;0;0;0;0;0;0
326;Ana Paula De Oliveira Tomaz Soares;0;0;0;0;0;0;0;0;0;0;0;0;0
327;Antônio Nolberto De Oliveira Xavier;0;0;0;0;0;0;1;0;0;0;0;0;2016
328;Nadja Braite;0;0;0;0;0;0;0;0;0;0;0;0;2018
329;Paulo Marcelo Marini Teixeira;5;2;1;2;1;0;1;0;2;15;0;0;2008
330;Renato De Oliveira Affonso;0;0;0;0;0;0;0;0;0;0;0;0;0
331;Ivone Maia De Mello;0;0;0;0;2;0;1;0;0;0;0;0;2009
332;Paulo César Da Rocha Poppe;2;0;0;0;1;0;2;1;0;0;0;0;1998
333;Ivete Maria dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;2020
334;Warley Kelber Gusmao De Andrade;0;0;0;2;0;0;0;0;0;0;0;1;0
335;Rubens Jesus Sampaio;1;0;2;0;0;0;0;0;0;6;0;0;2016
336;Maria Madalena Souza Dos Anjos Neta;0;0;0;0;7;0;0;0;0;0;0;0;2017
337;Aretusa De Oliveira Martins Bitencourt;0;0;0;0;0;0;3;0;0;0;0;0;0
338;Ana Emília De Quadros Ferraz;0;0;1;1;3;0;0;0;0;6;0;0;2009
339;Maria Eugênia Bruck De Moraes;0;1;1;0;0;0;0;0;0;9;0;0;2003
340;Eliana Cristina Paula Tenório De Albuquerque;0;0;0;0;0;0;0;0;0;0;0;0;2014
341;Acácia Batista Dias;0;1;1;0;0;0;1;0;0;0;0;0;2005
342;Diogo Campos da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2019
343;Ana Cristina Santos Duarte;2;0;0;0;2;2;1;0;11;20;0;0;2004
344;Flávia Regina Miranda;1;3;3;5;0;2;0;1;0;4;0;0;2017
345;Alexandre Dias Munhoz;1;7;1;2;0;2;0;0;7;12;0;0;2004
346;Tereza Cristina Damásio Cerqueira;0;0;0;0;0;0;0;0;0;0;0;0;0
347;Sandra Aparecida Lima Silveira Farias;0;0;0;0;0;0;0;0;0;0;0;0;0
348;Celso Kallarrari de Souza Silva;0;0;0;0;0;0;0;0;0;0;0;0;2011
349;Elivânia Reis De Andrade Alves;0;0;0;0;0;0;0;0;0;0;0;0;0
350;Josemeire Machado Dias;1;0;0;1;1;0;0;0;0;17;0;6;2015
351;Benedita Lúcia Barbosa Quintella;0;0;0;0;0;0;0;0;0;0;0;0;2017
352;Luzi Borges;0;0;0;1;1;0;0;0;0;0;0;0;2019
353;Leandro De Oliveira Kerber;15;0;0;0;0;0;0;0;0;4;0;0;2004
354;Gilberto Lima Dos Santos;0;0;1;0;2;0;0;0;0;0;0;0;2010
355;Ana Lúcia Gomes da Silva;0;1;1;5;8;1;1;0;1;17;0;0;2007
356;Valter Luiz Dos Santos Marcelo;0;0;0;0;0;0;0;0;0;0;0;0;2020
357;Patricia Barros Pinheiro;0;1;0;1;0;1;0;0;0;0;0;0;2010
358;Alejandra Kandus;2;1;0;0;0;0;0;0;0;1;0;0;2001
359;Roberto Carlos Vieira;0;0;0;0;0;0;0;0;0;0;0;0;2019
360;Claudineia Matos De Araujo;1;1;1;1;1;0;0;0;0;0;0;0;2021
361;Magda Danyella Xavier Leite Da Cunha;0;0;0;0;0;0;0;0;0;0;0;0;0
362;Rafael Da Costa Ilheu Fontan;4;9;9;3;1;0;0;0;10;19;3;0;2013
363;Gláucia Celeste Frota Gumes;0;0;0;0;0;0;0;0;0;0;0;0;0
364;Joelma Ferreira dos Santos;0;0;1;0;0;0;1;0;0;0;0;0;2023
365;Ana Cristina Castro Do Lago;1;0;0;0;0;0;1;0;0;3;0;0;2013
366;Ana Rita Sulz De Almeida Campos;0;0;0;0;1;0;0;0;0;0;0;0;2011
367;Antonio Jamil Mania;0;0;0;0;0;0;0;0;0;0;0;0;1992
368;Lorena Barreto Arruda Guedes;0;0;0;0;0;0;0;0;0;0;0;0;0
369;Teresinha Marcis;0;0;0;0;0;0;0;0;0;0;0;0;2013
370;Aline Oliveira Silva Rosário;0;0;0;0;0;0;0;0;0;0;0;0;0
371;Aliana Alves De Souza;0;0;0;0;0;0;0;0;0;0;0;0;0
372;Antonio Carlos Ribeiro Da Silva;0;0;0;0;0;0;0;0;0;9;0;0;2006
373;Teresa Cristina Cardoso Fonseca;0;0;0;0;0;1;1;0;0;0;0;0;0
374;Jamily Vasconcelos Caribe Souza;0;0;0;0;0;1;0;0;0;0;0;0;2019
375;Ana Maria Waldschmidt;1;1;3;2;0;0;6;0;1;19;0;0;1999
376;Ricardo Bruno Santos Ferreira;0;0;1;0;12;3;0;0;0;0;0;0;0
377;Kleber Ávila Ribeiro;0;0;0;0;0;1;0;0;0;0;0;0;0
378;Christiano De Almeida Dultra;0;0;0;0;0;0;0;0;0;0;0;0;2003
379;Edenilton Santana;0;0;0;0;0;0;0;0;0;0;0;0;0
380;Marlos André Marques Simões De Oliveira;0;1;0;0;0;0;0;1;0;0;0;0;2010
381;Ana Jovina Oliveira Vieira De Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;0
382;Carmélia Aparecida Silva Miranda;0;0;0;1;1;0;0;0;2;12;0;0;2006
383;Jamine Barros Oliveira Araújo;0;0;0;0;0;0;0;0;0;0;0;0;2022
384;Ângela Lofiego Sampaio;0;0;0;0;0;0;0;0;0;0;0;0;0
385;Anderson de Carvalho Pereira;5;1;5;1;3;0;4;0;1;20;0;0;2009
386;Marcelo Torreão Sá;0;0;0;0;0;0;0;0;0;0;0;0;0
387;Marlucia Mendes Da Rocha;4;0;1;1;1;0;5;0;4;10;0;0;2009
388;Cezar Augusto Casotti;1;0;1;0;12;8;0;1;6;15;0;0;2006
389;Victor Raul Paredes Castro;0;0;0;0;0;0;0;0;0;0;0;0;0
390;Larissa Rocha Soares Bastos;0;0;0;4;0;0;0;0;0;4;0;1;2019
391;Marta Valéria Almeida Santana;0;0;0;0;0;0;0;0;0;0;0;0;2001
392;Gisleide Lima Silva;0;0;0;0;0;0;1;0;0;0;0;0;0
393;Jânio Benevides De Melo;0;0;0;0;0;0;0;0;0;0;0;0;2011
394;Eliene Barbosa Lima;0;2;4;1;1;1;0;0;0;0;0;0;2012
395;Sérgio Luiz Sonoda;0;1;0;0;0;0;0;0;0;3;0;0;2011
396;Douglas Gonçalves Da Silva;2;0;1;1;0;0;0;1;0;2;0;0;2012
397;Edna Souza Moreira;0;0;0;0;0;0;0;0;0;0;0;0;2021
398;Maria Geovanda Batista;0;0;0;0;0;0;0;0;0;0;0;0;2015
399;Edna Ribeiro Marques Amorim;0;0;0;0;0;0;0;0;0;0;0;0;2022
400;Adriana Alves Nery;2;0;1;0;4;4;1;0;4;14;0;0;2006
401;Leila Silva Meira;0;0;0;0;0;0;0;0;0;0;0;0;0
402;Janaína Silva De Freitas;0;0;1;1;0;0;1;0;2;5;0;0;2008
403;Jocenildes Zacarias Santos;0;1;0;1;0;0;2;0;1;21;0;0;2014
404;Valdete Da Macena Pardinho;0;0;0;0;0;1;0;0;0;0;0;0;2023
405;Antonio Nei Santana Gondim;2;0;0;1;0;2;0;0;0;2;0;0;2014
406;Katiana Amorim Teixeira;0;0;0;0;0;0;0;0;0;0;0;0;0
407;Valeria Lessa Mota;0;0;0;0;0;0;0;0;0;0;0;0;0
408;Marcus Vinicius Carvalho Fagundes;1;0;1;1;0;1;0;0;0;0;0;1;2021
409;Clovis Frederico Ramaiana Moraes Oliveira;1;0;0;0;3;0;0;0;0;13;0;0;2011
410;Robson Aldrin Lima Mattos;0;1;0;0;1;1;0;0;0;1;0;0;2016
411;Clebemilton Gomes Do Nascimento;0;4;0;0;0;0;0;0;0;0;0;0;2021
412;Larissa Rocha Santos;6;3;1;1;0;0;0;0;1;3;0;0;2017
413;Fabricio Oliveira da Silva;6;13;12;11;4;6;1;1;1;9;0;0;2017
414;Juliana Monteiro Azevedo;0;4;0;0;0;0;0;0;0;0;0;0;2010
415;Simone Ferreira De Souza Wanderley;0;0;0;0;0;0;0;0;0;0;0;0;0
416;Christiana Cabicieri Profice;11;7;9;1;2;0;0;0;2;17;0;0;2010
417;Flávia Aninger De Barros;0;0;0;0;0;1;0;0;0;0;0;0;2008
418;Valerio Hillesheim;0;0;0;1;0;1;0;0;0;0;0;0;2012
419;Soraya Mendes Rodrigues Adorno;0;0;0;0;1;0;0;0;0;1;0;0;2010
420;Márcio Dos Santos Pedreira;0;2;0;2;0;0;0;0;8;8;0;0;2004
421;Ana Paula Carvalho Cruz Feitosa;0;0;0;0;0;0;0;0;0;0;0;0;2005
422;Edjane Gomes De Souza Soares;0;0;0;0;0;0;0;0;0;0;0;0;0
423;Cosme Batista Dos Santos;0;0;0;1;2;1;0;0;0;13;0;0;2005
424;Rodolfo Alves De Carvalho Neto;0;0;0;0;1;0;0;0;0;0;0;0;2016
425;Veronica Ferreira De Souza Fernandes;0;0;0;0;0;0;0;0;0;0;0;0;0
426;Sarah Patricia De Oliveira Rios;0;0;0;0;0;0;0;0;0;0;0;0;2002
427;Marcia Gomes Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
428;Raquel Lima Besnosik;0;0;0;0;0;0;0;0;0;0;0;0;0
429;Edineiram Marinho Maciel;0;0;0;0;0;0;0;0;0;0;0;0;2017
430;Luciana Bagdeve De Oliveira Dos Santos;0;0;0;0;1;0;0;0;0;0;0;0;2006
431;Edilma Cotrim Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
432;Maria Cristina de Camargo;1;0;1;1;0;1;0;0;0;2;0;0;2018
433;Soraya Castro Trindade;23;14;0;4;2;0;1;0;10;17;1;0;2010
434;Marcos De Almeida Bezerra;15;9;2;5;0;0;0;0;3;14;0;0;2006
435;Elisa Susilene Lisboa Dos Santos;0;0;1;2;0;1;1;3;1;8;0;0;2014
436;Adilson Alves Costa;0;0;0;1;2;0;0;1;0;0;0;0;2018
437;Tânia Maria Portugal Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
438;Raquel De Matos Cardoso Do Vale;1;0;0;0;0;0;0;0;0;5;0;0;2018
439;Rita Maria Costa Wetler Tonini;0;0;0;0;0;0;0;0;0;0;0;0;2011
440;Marineuza Matos dos Anjos;0;0;0;0;0;0;1;0;0;0;0;0;2017
441;Valdilene De Assis Ferreira Gondim;0;0;0;0;0;0;0;0;0;0;0;0;0
442;Luciana Vieira Mariano;0;0;0;0;0;0;0;0;0;0;0;0;2017
443;Eduardo Lopes Piris;1;1;1;2;2;1;2;0;0;13;0;0;2012
444;Liliane Matos Góes;0;2;0;0;1;0;0;0;0;0;0;0;2019
445;Djalma Gomes Ferrão Carvalhal;0;0;0;0;2;0;0;0;0;0;0;0;2016
446;Zamara Araújo Dos Santos;2;0;1;0;0;5;0;0;0;0;0;0;2013
447;Adeítalo Manoel Pinho;0;0;1;0;0;0;0;0;0;0;0;0;2008
448;Claudio Henrique Meira Mascarenhas;1;1;0;0;1;1;1;0;0;0;0;0;2019
449;Ricardo Oliveira de Freitas;1;0;0;1;1;2;1;0;1;16;0;0;2002
450;Caroline De Aragão Tannus;1;0;2;0;0;0;0;0;0;0;0;0;0
451;Zeneide Paiva Pereira Vieira;0;0;0;0;0;0;0;0;0;0;0;0;2017
452;Édiva de Sousa Martins;0;0;0;0;0;0;0;0;0;3;0;0;2005
453;Juliana Côrtes De Freitas;2;1;0;0;1;0;0;0;0;0;0;0;2019
454;Milena Duarte Lima;0;0;0;0;0;0;0;0;0;0;0;0;2012
455;Daniela Marques Alexandrino;0;2;0;1;0;0;0;0;0;1;0;0;2019
456;Cleide Magali dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;2014
457;Ana Virgínia De Queiroz Caminha;0;0;0;0;0;0;0;0;0;0;0;0;0
458;Marluce Alves dos Santos;0;0;1;0;0;0;0;0;0;1;0;0;2016
459;Terezinha Andrade Almeida;0;0;0;0;0;0;0;0;0;0;0;0;2019
460;Mario De Jesus Ferreira;0;0;0;0;0;0;0;0;0;4;0;0;2013
461;Luciano Magno De Almeida Faria;0;0;0;0;0;1;0;0;0;0;0;0;0
462;Ana Flávia Ribeiro Machado Michel;0;0;0;0;0;1;1;0;0;2;0;0;2012
463;Joselice Almeida Gois;0;0;0;1;1;2;2;0;0;0;0;0;0
464;Juan Alberto Leyva Cruz;1;0;0;1;2;0;0;0;0;5;0;0;2005
465;Rodrigo Luz Santos;0;0;0;0;0;0;0;0;0;0;0;0;2016
466;Vilbégina Monteiro Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
467;Julio Jose Torres Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
468;Sinéia Maia Teles Silveira;0;0;0;0;0;0;0;0;0;0;0;0;2014
469;Iramayre Cássia Ribeiro Reis;0;0;0;0;0;0;0;0;0;0;0;0;0
470;André Luiz Souza Da Silva;0;0;1;1;1;0;1;0;0;17;0;2;2010
471;Everaldo Nery De Andrade;0;0;0;0;0;1;0;0;0;0;0;0;2015
472;Gabrielle Cardoso Reis Fontan;0;0;0;0;1;0;1;0;0;1;0;0;2014
473;Cristiane Pereira Novaes;0;0;0;0;0;0;0;0;0;0;0;0;0
474;Uiliana Márcia Da Silva Mercês Farias;0;0;0;0;0;0;0;0;0;0;0;0;0
475;Roberto Ferreira Machado Michel;2;7;2;1;0;0;1;0;0;4;0;0;2011
476;Francisco Bruno Souza Oliveira;1;0;1;0;0;1;2;0;0;17;0;2;2007
477;Sandra Nivia Soares De Oliveira;0;0;0;0;0;0;0;1;0;0;0;0;2014
478;Oton Magno Santana dos Santos;1;0;0;2;2;1;0;0;0;5;0;0;2017
479;Evódio Maurício Oliveira Ramos;0;1;0;3;1;1;1;0;0;3;0;0;2018
480;Jauberth Weyll Abijaude;0;0;0;0;0;0;0;0;0;0;2;0;0
481;Andre Luiz Nascimento Kaercher;0;0;0;0;0;0;0;0;0;0;0;0;0
482;Marcelo Franco;12;12;8;12;6;3;0;2;8;22;7;0;2008
483;Wolney Gomes Almeida;0;2;3;2;3;2;0;0;1;9;0;0;2015
484;Marco Antonio Costa;2;5;2;2;0;1;1;0;7;14;0;0;1998
485;Caroline Cominetti Roncato;0;0;0;0;0;0;0;0;0;0;0;0;0
486;José Walter Gaspar;0;0;0;0;0;0;0;0;0;0;0;0;2005
487;Virginia Maria Ferreira Silveira Baldow;1;0;0;0;0;1;1;0;0;0;0;0;2023
488;Sélton Diniz Dos Santos;2;0;1;2;4;5;1;0;0;0;0;0;2023
489;Antonio Pereira;0;2;0;2;4;1;0;0;0;13;0;0;2009
490;Abraão Brito Peixoto;0;0;0;0;0;0;0;0;0;0;0;0;2022
491;Myria Ribeiro Da Silva;0;0;0;2;1;0;4;2;0;5;0;0;2016
492;Simara Santos Campos;0;0;0;0;0;0;0;0;0;1;0;0;2011
493;Marta Maria Oliveira De Santana;0;0;0;0;0;0;0;0;0;0;0;0;2016
494;Ariadna Da Silva Bandeira;0;0;0;0;0;0;0;0;0;0;0;0;0
495;Ivete Teixeira Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
496;Jocinei Ferreira Constâncio;0;0;0;0;0;1;0;0;0;0;0;0;0
497;Marialva Fagundes Cotrim Stefanelli;0;0;0;0;0;0;0;0;0;0;0;0;0
498;Vagner Mendes;0;1;0;0;0;0;0;0;0;0;0;0;2022
499;Lucas Santos Campos;0;0;0;0;0;0;0;0;0;13;0;0;2004
500;José Fernando Andrade Costa;2;2;0;1;3;0;0;0;0;0;0;0;2022
501;Fátima Rejane Maia De Souza Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
502;William Mendes Lobão;0;0;0;0;2;0;0;0;0;0;0;0;2018
503;Fábio Araújo Oliveira;1;2;0;0;0;0;0;0;0;1;0;0;2015
504;Washington Luis Lima Drummond;0;0;0;0;0;0;0;0;0;14;0;0;2009
505;Lílian Miranda Bastos Pacheco;0;1;0;0;1;0;0;1;0;0;0;0;2003
506;João Henrique Moura Oliveira;0;0;0;0;0;0;0;1;0;0;0;0;2020
507;Pedro Camilo de Figueirêdo Neto;0;0;0;0;0;0;0;0;0;0;0;0;0
508;Irandir Souza Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
509;Fábio Félix Ferreira;0;7;0;0;0;0;0;1;0;0;0;0;2013
510;Joelson Alves Onofre;0;1;0;0;1;0;0;0;0;0;0;0;0
511;Paola Pereira Das Neves Snoeck;4;4;0;2;4;0;0;0;5;7;0;0;2003
512;Robson Batista De Lima;0;0;0;0;0;0;0;0;0;0;0;0;0
513;Marina Siqueira De Castro;0;0;1;0;0;0;0;2;0;0;0;0;2001
514;Sandra Thomaz De Aquino;0;0;0;0;0;0;0;0;0;0;0;0;0
515;João Danilo Batista De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2011
516;Lélia Renata Carneiro Vasconcelos;0;0;0;0;0;1;0;0;0;0;0;0;2021
517;Juliane Dos Santos Amorim;1;0;0;0;0;1;1;0;0;0;0;0;2019
518;Denise Marques Carneiro Neves;0;0;0;0;0;0;0;0;0;0;0;0;0
519;André Luís Cardoso Santos;0;0;0;0;0;0;0;0;0;0;0;0;2023
520;Sílvia Maria Santos Carvalho;1;0;0;1;0;0;0;0;0;0;0;0;2010
521;Fernando Elias De Oliveira Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0
522;Sergio Israel Levemfous;0;0;0;0;0;0;0;0;0;0;0;0;2019
523;Alessandra Bueno De Grandi;0;1;0;0;0;0;0;0;0;0;0;0;0
524;Cláudia Regina Teixeira De Souza;0;0;0;0;0;0;0;0;0;0;0;0;0
525;Reinaldo Santos Andrade;0;0;0;0;0;0;0;0;0;0;0;0;2010
526;Agna Almeida Menezes;0;0;0;0;0;0;1;0;0;1;0;0;2005
527;Miriam Ramos Dos Santos;0;0;0;0;1;0;0;0;0;0;0;0;2021
528;Flávio Gonçalves Dos Santos;0;1;0;0;0;0;0;0;0;5;0;0;2007
529;Aliger Dos Santos Pereira;0;0;0;1;0;2;2;0;3;3;0;0;2012
530;Eduardo Silveira Bernardes;0;0;0;1;0;0;1;1;0;0;0;0;2005
531;Natival Almeida Simões Neto;2;2;9;2;1;0;0;0;0;6;0;0;2020
532;Luciano Nery Ferreira;3;0;3;0;0;0;0;0;0;0;0;0;2016
533;João Batista Da Rocha Junior;1;0;0;0;0;0;0;0;0;0;0;0;2012
534;Denise Santana Silva dos Santos;0;0;0;1;1;3;3;0;0;0;0;0;2020
535;Leandro Santos Coelho de Souza;0;0;0;0;0;0;0;0;0;0;0;0;2007
536;Viviane Coelho Dourado;0;0;0;0;0;0;0;0;0;0;0;0;2017
537;Maria Elisa Lemos Nunes da Silva;1;0;0;0;0;0;0;0;0;3;0;0;2009
538;Cláudia Regina Dantas Aragão;0;0;0;0;0;0;0;0;0;0;0;0;2023
539;Samuel Macêdo Guimarães;0;0;0;0;0;0;0;0;0;0;0;0;2017
540;Patrícia Rocha De Araújo;0;0;0;0;0;0;0;0;0;0;0;0;0
541;Marco Antonio Costa Simões;0;1;0;0;0;0;0;1;0;0;0;2;2022
542;Renata De Assis Fonseca Santos Brandao;0;0;1;0;1;0;0;0;0;0;0;0;2018
543;Mario Augusto Carvalho Viana;0;0;0;0;1;0;0;0;0;0;0;0;0
544;Sheila Marta Carregosa Rocha;0;0;1;0;1;0;0;0;0;2;0;0;2015
545;Enio Antunes Rezende;0;0;0;0;1;1;0;0;0;0;0;0;2008
546;Dellane Martins Tigre;0;0;0;0;0;1;0;0;0;0;0;0;2017
547;Aline Oliveira Da Conceição;1;2;1;0;1;1;4;0;0;9;0;0;2010
548;Ana Paula Dos Santos Souza;0;0;0;0;0;1;0;0;0;0;0;0;0
549;Francisco Antonio Rodrigues Setuval;0;0;0;0;0;0;0;0;0;0;0;0;0
550;Denilson Lessa dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;2018
551;Keila Lopes Viana Novais;0;0;0;0;0;0;0;0;0;0;0;0;0
552;Maria De Lourdes Haywanon Santos Araujo;1;3;2;0;1;1;0;0;0;0;0;0;2014
553;Marinho Marques Da Silva Neto;1;3;2;0;1;0;2;0;0;0;0;0;2009
554;Juliana Zina;1;1;1;2;0;1;1;0;1;13;0;0;2010
555;Humberto Leocádio De Lima Filho;0;0;0;0;0;0;0;0;0;0;0;0;0
556;Juliane Regina Trevisol;1;1;1;0;0;0;2;0;0;0;0;0;2019
557;Michael Daian Pacheco Ramos;0;1;0;2;3;1;1;0;0;2;0;0;2020
558;Fernanda Gonçalves De Paula;0;0;0;0;0;0;0;0;0;8;0;0;2014
559;Anselmo Eloy Silveira Viana;0;0;0;1;1;2;0;0;5;6;0;0;1999
560;Débora De Andrade Santana;3;2;0;0;0;0;0;0;0;5;0;0;2014
561;Dany Sanchez Dominguez;1;3;1;0;8;1;4;0;1;19;0;2;2006
562;Ana Paula Lima Do Couto Santos;0;0;2;2;5;0;1;0;0;3;0;0;2014
563;Patrícia Elizabeth Souza Matos;0;0;0;0;0;1;2;0;0;0;0;0;2014
564;Maria Silva Santos Barbosa;0;0;0;0;0;0;0;1;0;0;0;0;0
565;André Ricardo Magalhães;0;0;0;1;0;0;0;0;0;20;0;2;2009
566;Lucimêre Rodrigues De Souza;0;1;0;0;0;0;0;0;0;0;0;0;2016
567;Alessandro de Paula;4;3;2;0;7;5;0;2;0;12;0;0;2006
568;Roberta Laíse Gomes Leite Morais;0;0;0;0;1;6;0;0;0;0;0;0;0
569;Clemilda Gonzaga Santos;0;0;0;0;1;0;0;0;0;0;0;0;0
570;Zoêmia Nubia Sampaio De Souza;0;0;0;0;0;0;0;0;0;0;0;0;0
571;Raquel Cristina Gomes Lima;0;0;1;0;5;0;0;0;0;0;0;0;2022
572;Alexsandro Gama De Sousa;2;1;0;1;0;0;0;0;0;0;0;0;2004
573;João Evangelista do Nascimento Neto;0;0;0;0;1;0;0;0;0;12;0;0;2014
574;Sylvia Maria Moreira Susini Ribeiro;0;1;1;2;0;1;0;0;0;4;0;0;1997
575;Lara Amorim Helfenstein;0;0;0;1;1;0;1;0;0;0;0;0;0
576;José Bites De Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;2004
577;Arnaud Soares De Lima Junior;0;0;1;0;0;0;0;0;14;6;0;0;2003
578;Antônio Delson Conceição De Jesus;0;0;1;0;0;0;0;0;0;0;0;0;1999
579;Solange Aparecida De Paula;0;0;0;0;1;0;1;0;0;0;0;0;2011
580;Giovani Brandão Mafra De Carvalho;0;0;2;1;1;0;1;0;0;0;0;0;2009
581;Isaías Francisco de Carvalho;3;0;2;0;0;0;0;0;0;13;0;0;2012
582;Cecilia Conceicao Moreira Soares;0;1;0;1;0;0;0;0;0;9;0;0;2009
583;Braulino Pereira De Santana;0;0;0;0;0;0;0;0;0;0;0;0;2010
584;Luis Enrique Rodriguez Figueroa;0;0;0;0;0;0;0;0;0;0;0;0;0
585;Natalia Silva Coimbra de Sá;0;0;1;2;2;4;0;0;0;2;0;0;2011
586;Marcio Ramos Junqueira;0;0;0;0;0;0;0;0;0;0;0;0;0
587;Moiseis De Oliveira Sampaio;0;0;0;0;0;0;0;0;0;8;0;0;2015
588;Bárbara Bezerra De Santana Pereira;0;0;0;0;0;0;0;0;0;0;0;0;2021
589;Paulo Roberto Cleyton De Castro Ribeiro;0;0;0;0;0;0;0;0;0;0;0;0;0
590;Clovís Caribé Menezes Dos Santos;0;0;0;0;0;0;0;1;0;0;0;0;2007
591;Relva Lopes Chaves Soares;0;0;0;1;0;0;0;0;0;0;0;0;0
592;Enio Galinkin Jelihovschi;2;2;0;0;0;0;0;0;0;0;0;1;1984
593;Cleilton Vasconcelos Moreira;0;0;0;0;1;0;0;0;0;0;0;0;2015
594;João Evangelista Dos Santos Filho;0;0;0;0;0;0;0;0;0;0;0;0;2023
595;Raquel Guimarães Benevides;1;2;4;3;6;0;0;1;3;8;0;0;2011
596;Maria Nalva Rodrigues De Araujo Bogo;1;2;0;0;1;0;0;0;0;15;0;0;2007
597;Sergio Batista Assis Viana;0;0;0;0;0;0;0;0;0;0;0;0;2005
598;Camila De Souza Figueiredo;0;0;0;0;0;0;1;0;0;0;0;0;0
599;Jucelia Macedo Pacheco;0;0;0;0;0;0;0;0;0;0;0;0;2018
600;Pablo Roberto De Assis;0;0;0;0;0;0;0;2;0;0;0;0;0
601;Omar Santos Costa;0;0;0;0;0;0;1;0;0;0;0;0;0
602;Ruan Carlos De Araújo Moura;0;2;0;0;0;0;0;0;0;0;0;0;2021
603;Rivail Almeida Brandão Filho;0;0;1;0;1;0;0;0;0;0;0;0;2015
604;Aristeu Vieira da Silva;1;3;0;2;1;0;0;2;6;15;0;0;2003
605;Sheila Regina Dos Santos Pereira;0;0;0;0;0;0;0;0;0;0;0;0;2017
606;Francine Mendes Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
607;Alba Riva Brito De Almeida;0;1;0;0;0;0;0;0;0;0;0;0;2008
608;Sócrates Oliveira Menezes;0;0;0;0;1;0;0;0;0;4;0;0;2015
609;Mirco Solé Kienle;22;6;15;16;1;1;5;0;20;33;0;0;2005
610;Andre Luiz Faria;0;0;0;0;0;0;0;0;0;0;0;0;2011
611;Rebeca Dourado Gonçalves;0;0;0;0;0;0;0;0;0;0;0;0;2013
612;Fabiana Lessa Silva;0;4;0;3;0;3;0;0;6;6;0;0;2007
613;Ana Paula De Oliveira Menezes;0;1;0;0;0;0;0;0;0;0;0;0;2014
614;Neivande Dias Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
615;Éric Charles Brun;0;0;1;0;0;0;0;0;0;0;0;0;2015
616;Fabio Pessanha Bila;0;0;0;0;0;0;0;0;0;0;0;0;2017
617;Helga Porto Miranda;0;1;1;1;2;2;0;0;0;0;0;0;2021
618;Pedro Henrique Matos Souza De Santana;0;0;0;0;0;0;0;0;0;0;0;0;0
619;Solange Fernandes Maia Pereira;0;1;0;0;0;1;0;0;0;0;0;0;2022
620;Zulenilton Sobreira Leal;0;0;0;3;0;0;0;0;0;0;0;0;0
621;Carla Luzia Carneiro Borges;0;0;0;0;0;1;0;0;1;20;0;0;2007
622;Adriana Silva Amorim;0;0;0;0;0;0;1;0;0;0;0;0;2015
623;Idalia Helena Santos Estevam;0;0;0;1;0;0;0;0;0;2;0;0;2005
624;Washington Luis Viriato Sampaio;0;0;0;0;0;0;0;0;0;0;0;0;0
625;Inês Angélica Andrade Freire;0;0;0;1;1;0;0;0;0;0;0;0;2017
626;Marco Antonio Leandro Barzano;1;4;6;2;2;0;0;0;9;18;0;0;2008
627;Maria De Fatima De Almeida Baia;0;2;1;5;1;2;1;0;1;10;0;0;2013
628;Maria Dorath Bento Sodré;0;0;0;0;0;0;0;0;0;0;0;0;2015
629;Ana Patrícia Pascoal Queiroz De Araújo;0;0;0;0;0;0;0;0;0;0;0;0;0
